User-ID,Location,Age
51276,"s.angelo lodigiano, lombardia, italy",32.0
51291,"white springs, florida, usa",23.0
51332,"iowa city, iowa, usa",54.0
51350,"monroe, ,",
51355,"pinckneyville, illinois, usa",51.0
51358,"hillsborough, new jersey, usa",66.0
51359,"lenexa, kansas, usa",
51365,"shelbyville, kentucky, usa",48.0
51386,"adrian, michigan, usa",41.0
51403,"frankfurt, , germany",32.0
51440,"buffalo, minnesota, usa",
51449,"derby, england, united kingdom",26.0
51450,"lawrenceville, georgia, usa",54.0
51451,"utica, new york, usa",57.0
51511,"amity, oregon, usa",25.0
51526,"long beach, california, usa",34.0
51529,"madrid, n/a, spain",31.0
51622,"north york, ontario, canada",37.0
51627,"orange county, california, usa",24.0
51655,"drumright, oklahoma, usa",73.0
51665,"lebanon, pennsylvania, usa",33.0
51742,"brooklyn, new york, usa",
51793,"columbus, indiana, usa",44.0
51795,"leiden, zuid holland, netherlands",31.0
51805,"mequon, wisconsin, usa",36.0
51856,"wichita,, kansas, usa",59.0
51880,"terre haute, indiana, usa",
51883,"jasper, missouri, usa",31.0
51952,"irving, texas, usa",
51962,"blacksburg, virginia, usa",
51975,"mannheim, baden-wuerttemberg, germany",
51983,"n/a, n/a, usa",
51987,"phoenix, arizona, usa",64.0
51992,"west fairlee, vermont, usa",43.0
52001,"milano, lombardia, italy",
52011,"burlington, ontario, canada",37.0
52021,"lodi, california, usa",27.0
52031,"maidenhead, berkshire, united kingdom",
52044,"atlanta, georgia, usa",46.0
52159,"richmond, california, usa",49.0
52199,"houston, texas, usa",47.0
52203,"calais, pas de calais, france",32.0
52256,"duluth, minnesota, usa",17.0
52293,"lombard, illinois, usa",61.0
52323,"karlsruhe, baden-wuerttemberg, germany",38.0
52350,"lisboa, n/a, portugal",31.0
52352,"mayne island, british columbia, canada",70.0
52419,"vancouver, british columbia, canada",
52420,"san diego, california, usa",28.0
52425,"taos, new mexico, usa",
52435,"jacksonville, florida, usa",
52438,"davis, california, usa",
52441,"hackham, south australia, australia",30.0
52493,"boone, north carolina, usa",
52497,"danang, danang, vietnam",22.0
52521,"safety harbor, florida, usa",38.0
52558,"bishop, california, usa",50.0
52572,"gold coast, queensland, australia",
52574,"hebron, kentucky, usa",
52584,"livermore, california, usa",45.0
52614,"toccoa, ga., usa",33.0
52622,"lebanon, missouri, usa",54.0
52664,"bakersfield, calabria, usa",
52665,"new york, ,",
52673,"barcelona, catalunya, spain",26.0
52768,"clayton,, new mexico, usa",
52807,"three hills, alberta, canada",38.0
52832,"highland park, illinois, usa",
52853,"yuba city, california, usa",61.0
52885,"berlin, prenzlauer berg, germany",32.0
52887,"san lorenzo, california, usa",
52917,"bellevue, washington, usa",42.0
52987,"shelton, washington, usa",14.0
52994,"colton, oregon, usa",
53042,"wethersfield, connecticut, usa",59.0
53046,"laurens, south carolina, usa",
53169,"london, ontario, canada",38.0
53174,"orlando, florida, usa",29.0
53215,"colorado springs, colorado, usa",32.0
53220,"fullerton, california, usa",36.0
53229,"minneapolis, minnesota, usa",35.0
53236,"bethany, missouri, usa",16.0
53245,"portland, oregon, usa",
53254,"mountain view, california, usa",17.0
53256,"sterlington, louisiana, usa",21.0
53301,"milpitas, california, usa",29.0
53304,"south burlington, vermont, usa",52.0
53323,"paris, ile de france, france",21.0
53391,"knoxville, tennessee, usa",18.0
53392,"minneapolis, minnesota, usa",34.0
53456,"ne portland, oregon,",
53520,"ottawa, ontario, canada",59.0
53545,"los angeles, california, usa",
53575,"watkins glen, new york, usa",30.0
53590,"thalwil, zurich, switzerland",40.0
53608,"middlebourne, west virginia, usa",44.0
53614,"barreiro, barreiro, portugal",30.0
53628,"brest, bretagne, france",22.0
53659,"saint louis, missouri, usa",
53729,"balingup, western australia, australia",
53759,"pensacola, florida, usa",30.0
53772,"mogliano veneto (treviso), veneto, italy",49.0
53785,"a coruÃ±a, a coruÃ±a, spain",47.0
53790,"bronx, ny, new york, usa",
53846,"bloomington, indiana, usa",55.0
53878,"lisboa, lisboa, portugal",42.0
53934,"n/a, , n/a - on the road",27.0
53943,"pioneer, california, usa",
53965,"cleveland heights, ohio, usa",41.0
54005,"lacey, washington, usa",59.0
54021,"cromer, england, united kingdom",43.0
54035,"midland, texas, usa",60.0
54056,"calgary, alabama, canada",22.0
54092,"dorney, berkshire, united kingdom",
54133,"dundee, michigan, usa",
54142,"adelaide, south australia, australia",
54165,"adelaide, south australia, australia",27.0
54166,"halifax, nova scotia, canada",
54206,"philadelphia, pennsylvania, usa",24.0
54222,"wichita, kansas, usa",
54245,"yankton, south dakota, usa",
54290,"englewood, colorado, usa",35.0
54335,"north haven, connecticut, usa",43.0
54374,"london, ontario, canada",24.0
54392,"arlington, texas, usa",18.0
54429,"hollywood, florida, usa",32.0
54453,"boise, idaho, usa",
54492,"san diego, california, usa",34.0
54497,"huntingtown, maryland, usa",48.0
54508,"plano, texas, usa",
54527,"topsham, maine, usa",
54553,"hesperia, california, usa",22.0
54576,"southern california, california, usa",
54589,"chicago, illinois, usa",49.0
54622,"kuala lumpur, federal territory, malaysia",
54672,"cypress, california, usa",
54813,"gijon, asturias, spain",26.0
54817,"aylesbury, buckinghamshire, united kingdom",25.0
54826,"kota kinabalu, sabah, malaysia",23.0
54828,"hamburg, hamburg, germany",
54888,"nanaimo, british columbia, canada",
54898,"pine beach, new jersey, usa",35.0
54983,"st. louis, missouri, usa",
54991,"kincaid, illinois, usa",
55006,"calgary, alberta, canada",34.0
55027,"burlington, north carolina, usa",44.0
55053,"oxford, england, united kingdom",26.0
55075,"seattle, washington, usa",33.0
55086,"bonn, nordrhein-westfalen, germany",28.0
55097,"greenville, illinois, usa",
55136,"birmingham, west midlands, united kingdom",40.0
55142,"austin, texas, usa",47.0
55156,"madrid, madrid, spain",35.0
55161,"hackensack, new jersey, usa",
55178,"moore, oklahoma, usa",25.0
55187,"torrance, california, usa",48.0
55202,"seattle, , usa",
55229,"red oak, texas, usa",
55244,"riva san vitale, ticino, switzerland",
55257,"crofton, maryland, usa",17.0
55268,"ithaca, new york, usa",
55374,"florissant, missouri, usa",44.0
55398,"cheyenne, oklahoma, usa",
55438,"lexington, kentucky, usa",42.0
55457,"woodbury, minnesota, usa",63.0
55486,"mt. prospect, illinois, usa",
55487,"clearwater, florida, usa",37.0
55490,"rapid city, south dakota, usa",25.0
55492,"antioch, illinois, usa",43.0
55493,"chatham, ontario, canada",35.0
55535,"barrington, illinois, usa",21.0
55548,"chamblee, georgia, usa",
55550,"northern, virginia, usa",42.0
55562,"san leandro, california, usa",
55593,"kirkland, washington, usa",16.0
55641,"mountain view, california, usa",
55681,"manistee, michigan, usa",38.0
55683,"aurora, illinois, usa",
55694,"urbana, illinois, usa",
55700,"oswestry, england, united kingdom",50.0
55703,"bad vilbel, hessen, germany",34.0
55720,"columbia, missouri, usa",34.0
55734,"calgary, alberta, canada",37.0
55736,"lovettsville, virginia, usa",42.0
55751,"hesperia, california, usa",
55760,"sherman, texas, usa",20.0
55773,"lakeside, arizona, usa",30.0
55779,"aubrey, texas, usa",43.0
55787,"fortuna, california, usa",
55789,"pittsburgh, pennsylvania, usa",35.0
55799,"scarborough, ontario, canada",
55843,"hamburg, hamburg, germany",20.0
55850,"halifax, nova scotia, canada",47.0
55858,"dartmouth, nova scotia, canada",28.0
55868,"lacey, washington, usa",74.0
55892,"plantersville, texas, usa",45.0
55909,"st. charles, missouri, usa",
55927,"roscoe, minnesota, usa",17.0
55941,"adelaide, south australia, australia",48.0
55968,"melbourne, vic, australia",39.0
56039,"paris, paris, france",34.0
56044,"coimbra, n/a, portugal",24.0
56072,", ,",
56157,"florissant, missouri, usa",36.0
56169,"washington, dc, usa",
56253,"duesseldorf, nrw, germany",
56271,"leeds, england, united kingdom",22.0
56272,"pickering, ontario, canada",19.0
56297,"coral springs, florida, usa",49.0
56307,"el segundo, california, usa",
56309,"frankfort, kentucky, usa",
56323,"edmonton, alberta, canada",
56360,"wien, wien, austria",35.0
56369,"oakville, ontario, canada",54.0
56385,"gdynia, gdynia, poland",33.0
56391,"tijeras, nm, usa",40.0
56392,"edmonds, washington, usa",46.0
56399,"n/a, surrey, united kingdom",63.0
56442,"victoria, british columbia, canada",
56447,"sturgis, michigan, usa",22.0
56470,"bremen, bremen, germany",30.0
56472,"oxnard, california, usa",
56554,"rural hall, north carolina, usa",39.0
56616,"san diego, california, usa",
56623,"allen, texas, usa",36.0
56630,"columbia, missouri, usa",46.0
56644,"kinnelon, new jersey, usa",
56656,"east nassau, new york, usa",
56661,"green, ohio, usa",
56797,"huntington, new york, usa",
56804,"southbridge, canterbury, new zealand",
56856,"escondido, california, usa",23.0
56892,"bengbu, anhui, china",33.0
56959,"monroe twp., new jersey, usa",52.0
57002,"milford, delaware, usa",
57006,"lawton, oklahoma, usa",30.0
57072,"sand springs, oklahoma, usa",56.0
57095,"cincinnati, ohio, usa",18.0
57105,"roswell, georgia, usa",32.0
57108,"new york, new york, usa",38.0
57148,"stirling, scotland, united kingdom",24.0
57180,"haddon township, new jersey, usa",51.0
57189,"cerritos, california, usa",27.0
57200,"spring hill, florida, usa",35.0
57221,"dallas, texas, usa",
57234,"austin, texas, usa",
57255,"cordova, tennessee, usa",
57265,"carriere, mississippi, usa",49.0
57267,"corvallis, oregon, usa",
57290,"buford, georgia, usa",40.0
57369,"laingsburg, michigan, usa",63.0
57389,"cwmbran, wales, united kingdom",
57398,"tigard, oregon, usa",39.0
57410,"sydney, new south wales, australia",33.0
57436,"murata, san marino, san marino",
57449,"rudersberg, baden-wÃ¼rttemberg, germany",29.0
57469,"victoria, british columbia, canada",25.0
57556,"san francisco, california, usa",36.0
57599,"portland, oregon, usa",27.0
57620,"baldwin, ,",
57624,"coolbellup, western australia, australia",
57632,"pearland, texas,",
57713,"silver spring, maryland, usa",52.0
57725,"wilmington, delaware, usa",43.0
57849,"albuquerque, new mexico, usa",66.0
57850,"howald, luxembourg, luxembourg",33.0
57947,"ahens, n/a, greece",24.0
57959,"bloomington, indiana, usa",
57960,"blackwood, ,",26.0
57970,"hercules, california, usa",52.0
57983,"lahore, punjab,",25.0
58005,"bend, oregon, usa",
58050,"ottawa, ontario, canada",44.0
58062,"chicago, illinois, usa",52.0
58067,"donostia, gipuzkoa, euskal herria",26.0
58142,"jonesboro, arkansas, usa",43.0
58147,"los angeles, california, usa",21.0
58151,"harrisburg, pennsylvania, usa",2.0
58152,"sheffield, south yorkshire, united kingdom",
58156,"whitesboro, new york, usa",58.0
58158,"rome, ,",34.0
58210,"manchester., n/a, united kingdom",23.0
58224,"lake park, georgia, usa",
58255,"palmdale, california, usa",14.0
58259,"hiddenhausen, nordrhein-westfalen, germany",18.0
58265,"kuwait, n/a, kuwait",19.0
58306,"calgary, alberta, canada",22.0
58363,"colorado springs, colorado, usa",81.0
58390,"new orleans, louisiana, usa",
58397,"paris, n/a,",27.0
58458,"peel, isle of man, united kingdom",23.0
58459,"golden, colorado, usa",
58473,"pembroke pines, florida, usa",51.0
58482,"norfolk, virginia, usa",
58594,"baltimore, maryland, usa",33.0
58612,"douglasville, georgia, usa",54.0
58629,"pasadena, california, usa",34.0
58685,"ottawa, ontario, canada",
58708,"hudson, new hampshire, usa",49.0
58709,"tucson, arizona, usa",
58756,"satellite beach, florida, usa",47.0
58768,"cold lake, alberta, canada",35.0
58794,"manchester, england, united kingdom",37.0
58834,"box hill north, victoria, australia",56.0
58866,"stockton, california, usa",
58877,"victoria, british columbia, canada",
58911,"batavia, new york, usa",58.0
58921,"cleves, ohio, usa",
58961,"allston, massachusetts, usa",34.0
59038,"san antonio, texas, usa",28.0
59047,"yuba city, california, usa",45.0
59059,"sarasota, florida, usa",19.0
59150,"victoria, british columbia, canada",37.0
59172,"owen sound, ontario, canada",36.0
59180,"philadelphia, pennsylvania, usa",55.0
59189,"houston, texas, usa",33.0
59198,"federal way, washington, usa",42.0
59206,"glasgow, scotland, united kingdom",
59209,"markham, ontario, canada",41.0
59220,"dallas, texas, usa",38.0
59241,"winnipeg, manitoba, canada",
59261,"mangakino, south waikato, new zealand",
59267,"fremont, california, usa",
59268,"albuquerque, new mexico, usa",
59269,"indianapolis, indiana, usa",
59291,"alfreton, derbyshire, united kingdom",16.0
59305,"san francisco, california, usa",27.0
59307,"new york, ,",
59353,"christchurch, spreydon, new zealand",
59361,"victoria, british columbia, canada",
59430,"akron, ohio, usa",48.0
59438,"edmonton, alberta, canada",13.0
59472,"sterling, virginia, usa",
59488,"new york, new york, usa",29.0
59500,"spencer, massachusetts, usa",32.0
59501,"duncan, british columbia, canada",
59504,"louisville, kentucky, usa",39.0
59518,"seabrook, texas, usa",53.0
59524,"washington, dc, usa",
59559,"milton, florida, usa",25.0
59565,"tuntenhausen, bavaria, germany",
59568,"corvallis, oregon, usa",
59612,"iowa city, iowa, usa",
59656,"schnellville, indiana, usa",53.0
59706,"fayetteville, tennessee, usa",56.0
59727,"plano, texas, usa",24.0
59769,"cologne, nordrhein-westfalen, germany",21.0
59770,"birmingham, alabama, usa",
59772,"rotherham, england, united kingdom",23.0
59912,"pasadena, california, usa",27.0
59933,"yarmouth, nova scotia, canada",66.0
59967,"dundee, scotland, united kingdom",28.0
59971,"kingwood, texas, usa",27.0
59977,"cathedral city, california, usa",
59994,"yarmouth, nova scotia, canada",21.0
60040,"santa clara, california, usa",
60042,"liberytville, illinois, usa",
60050,"brooklyn, new york, usa",40.0
60078,"thousand oaks, california, usa",
60079,"macedonia, ohio, usa",49.0
60083,"selma, alabama, usa",53.0
60098,"elizabeth city, north carolina, usa",35.0
60113,"washington, dc, usa",51.0
60114,"san francisco, california, usa",
60138,"amherst, new york, usa",
60140,"cave creek, arizona, usa",48.0
60165,"roma, n/a, italy",40.0
60168,"warrenton, missouri, usa",
60193,"new orleans, louisiana, usa",52.0
60211,"pearland, texas, usa",
60244,"alvin, texas, usa",47.0
60255,"loveland, colorado, usa",33.0
60263,"middletown, delaware, usa",52.0
60307,"daggett, california, usa",46.0
60319,"haddonfield, new jersey, usa",
60335,"san francisco, california, usa",
60337,"st. marys, georgia, usa",50.0
60400,"campbell, california, usa",
60419,"lovelock, nevada, usa",36.0
60424,"york, north yorkshire, united kingdom",
60427,"basingstoke, england, united kingdom",37.0
60428,"hook, hampshire, united kingdom",34.0
60445,"houston, texas, usa",31.0
60461,"philadelphia, pennsylvania, usa",
60464,"land o`lakes, florida, usa",53.0
60473,"york, north yorkshire, united kingdom",32.0
60503,"keymar, maryland, usa",
60569,"chardon, ohio, usa",41.0
60583,"antioch, illinois, usa",
60586,"aboyne, aberdeenshire, united kingdom",34.0
60621,"edwardsville, illinois, usa",57.0
60683,"hartford, wisconsin, usa",47.0
60703,"rio vista, california, usa",30.0
60707,"manchester, new hampshire, usa",38.0
60760,"toronto, ontario, canada",49.0
60796,"clare, michigan, usa",45.0
60809,"erstein, alsace, france",33.0
60823,"ann arbor, michigan, usa",49.0
60876,"sydney, new south wales, australia",32.0
60901,"hobart, tasmania, australia",57.0
60914,"san francisco, california, usa",
60941,"columbia, missouri, usa",
60953,"birmingham, alabama, usa",
60977,"st. petersburg, florida, usa",
60978,"ottawa, ontario, canada",
61028,"charleston, south carolina, usa",50.0
61038,"riverside public library, illinois, usa",53.0
61056,"san donato mil., lombardia, italy",39.0
61147,"ebensee, oberoesterreich, austria",44.0
61155,"brest, bretagne, france",24.0
61203,"salt lake city, utah, usa",
61257,"lake placid, florida, usa",25.0
61269,"bangkok, n/a, thailand",30.0
61271,"troy, michigan, usa",
61283,"woodland, california, usa",
61296,"augusta, georgia, usa",24.0
61333,"odenton, maryland, usa",35.0
61348,"venice, california, usa",28.0
61350,"albury, new south wales, australia",61.0
61354,"dixon, california, usa",47.0
61380,"groveland, florida, usa",27.0
61427,"morgan hill, california, usa",
61488,"keighley, england, united kingdom",52.0
61511,"la, california, usa",56.0
61549,"london, england, united kingdom",44.0
61571,"littleton, colorado, usa",51.0
61574,"denver, colorado, usa",60.0
61619,"coburg, oregon, usa",
61634,"frankenthal, rheinland-pfalz, germany",45.0
61639,"nÃ¼rnberg, bayern, germany",34.0
61704,"villanova, pennsylvania, usa",58.0
61762,"paderborn, nordrhein-westfalen, germany",35.0
61775,"lansing, michigan, usa",35.0
61798,"rockville, maryland, usa",
61849,"willcox, arizona, usa",56.0
61854,"boulder city, nevada, usa",
61888,"phoenix, arizona, usa",46.0
61892,"tucson, arizona, usa",
61901,"tucson, arizona, usa",63.0
61910,"las cruces, new mexico, usa",44.0
62009,"cambridge, massachusetts, usa",
62042,"charlottetown, prince edward island, canada",30.0
62150,"hornby island, british columbia, canada",26.0
62172,"toronto, ontario, canada",19.0
62233,"nottingham, england, united kingdom",
62239,"yarmouth, nova scotia, canada",9.0
62272,"lake mary, florida, usa",30.0
62303,"dublin, dublin, ireland",31.0
62316,"secaucus, new jersey, usa",29.0
62339,"beaufort, victoria, australia",
62348,"media, pennsylvania, usa",67.0
62381,"chula vista, california, usa",57.0
62401,"ottawa, ontario, canada",
62442,"springfield, pennsylvania, usa",27.0
62464,"el cajon, california, usa",26.0
62511,"altamonte springs, florida, usa",65.0
62532,"oceanside, california, usa",30.0
62542,"cudahy, wisconsin, usa",40.0
62558,"rochester, minnesota, usa",
62572,"shepherdsville, kentucky, usa",33.0
62582,"friendswood, texas, usa",37.0
62688,"wahiawa, hawaii, usa",31.0
62747,"vermillion, south dakota, usa",
62755,"dublin, texas, usa",50.0
62796,"lipari, sicilia, italy",50.0
62809,"madison, tennessee, usa",26.0
62847,"beaverton, oregon, usa",
62862,"new milford, connecticut, usa",47.0
62887,"mobile, alabama, usa",46.0
62891,"hi nella, new jersey, usa",27.0
62895,"chesterfield, derbyshire, united kingdom",39.0
62904,"christchurch, n/a, new zealand",
62929,"eustis, florida, usa",32.0
62932,"hollywood, california, usa",45.0
62958,"redwood city, california, usa",23.0
62968,"pittsburgh, pennsylvania, usa",23.0
62979,"nuremberg, bayern, germany",33.0
63002,"mechanicville, new york, usa",
63004,"roseville, michigan, usa",44.0
63044,"chicago, illinois, usa",
63185,"mÃ¼nchen, bayern, germany",29.0
63243,"ottawa, ontario, canada",33.0
63293,"leesburg, virginia, usa",37.0
63358,"omaha, nebraska, usa",54.0
63369,"richmond, indiana, usa",48.0
63389,"saratoga, california, usa",25.0
63394,"eufaula, alabama, usa",22.0
63404,"pomfret, connecticut, usa",51.0
63489,"edmonton, alberta, canada",43.0
63545,"makati, n/a, philippines",28.0
63571,"norfolk, virginia, usa",34.0
63574,"london, london, united kingdom",41.0
63595,"chesapeake, virginia,",41.0
63641,"bristol, n/a, united kingdom",
63658,"mariposa, california, usa",33.0
63665,"geneva, ge, switzerland",24.0
63714,"milton keynes, england, united kingdom",29.0
63721,"orion township, michigan, usa",
63783,"shoreview, minnesota, usa",
63849,"st anne`s, england, united kingdom",48.0
63854,"waterloo, ontario, canada",45.0
63865,"pomona, california, usa",39.0
63923,"dublin, dublin, ireland",21.0
63956,"emporia, kansas, usa",28.0
63967,"ithaca, new york, usa",
64010,"barrie, ontario, canada",
64012,"vancouver, british columbia, canada",
64034,"kanata, ontario, canada",38.0
64075,"walnut creek, california, usa",46.0
64076,"st paul, minnesota, usa",
64146,"chehalis, washington, usa",
64175,"naremburn sydney, new south wales, australia",37.0
64185,"hammond, louisiana, usa",20.0
64258,"dallas, texas, usa",
64270,"embudo, new mexico, usa",
64271,"westminster, colorado, usa",34.0
64333,"paris, ile de france, france",27.0
64357,"bronx, new york, usa",13.0
64396,"estes park, colorado, usa",
64429,"manchester, new hampshire, usa",29.0
64435,"coos bay, oregon, usa",51.0
64436,"san ramon, california, usa",36.0
64528,"pau, pyrenees atlantiques, france",27.0
64531,"san diego, california, usa",30.0
64563,"victoria, british columbia, canada",
64589,"carrollton, texas, usa",36.0
64591,"dayton, ohio, usa",50.0
64611,"commerce city, colorado, usa",45.0
64625,"chicago, illinois, usa",43.0
64629,"eugene, oregon, usa",57.0
64641,"pittsburgh, pennsylvania, usa",45.0
64679,"buffalo grove, illinois, usa",
64763,"chicago, illinois, usa",43.0
64779,"victoria, british columbia, canada",
64790,"bar harbor, maine, usa",38.0
64803,"decatur, georgia, usa",67.0
64806,"carrboro, north carolina, usa",26.0
64885,"new orleans, louisiana, usa",35.0
64924,"vancouver, british columbia, canada",46.0
65008,"white rock, british columbia, canada",
65069,"oslo, oslo, norway",40.0
65130,"ann arbor, michigan, usa",
65132,"coimbra, n/a, portugal",33.0
65145,"browns mills, new jersey, usa",54.0
65147,"unionville, new york, usa",39.0
65183,"cameron park, california, usa",33.0
65244,"st. catharines, ontario, canada",31.0
65258,"saginaw, michigan, usa",42.0
65268,"iowa city, iowa, usa",25.0
65345,"lenzburg/basel, ag/bs, switzerland",26.0
65370,"gatlinburg, tennessee, usa",35.0
65385,"edmonds, washington, usa",55.0
65387,"lexington, south carolina, usa",36.0
65394,"san francisco, california, usa",39.0
65447,"regensburg, bayern, germany",31.0
65465,"austin, texas, usa",
65469,"toronto, ontario, canada",
65484,"stilwell, kansas, usa",51.0
65497,"caldwell, ,",18.0
65549,"washington, dc, usa",
65574,"tauranga, bay of plenty, new zealand",50.0
65584,"tulsa, oklahoma, usa",26.0
65663,"syracuse, new york, usa",32.0
65665,"coffs harbour, new south wales, australia",40.0
65684,"maple ridge, british columbia, canada",
65710,"luzern, luzern, switzerland",34.0
65752,"unionville, ontario, canada",18.0
65769,"staten island, ,",36.0
65827,"wuerzburg, bayern, germany",35.0
65877,"tonawanda, new york, usa",
65913,"grove city, pennsylvania, usa",48.0
65935,"philadelphia, pennsylvania, usa",
66073,"aptos, california, usa",28.0
66106,"ashville, alabama, usa",49.0
66129,"san diego, california, usa",29.0
66234,"st. cloud, minnesota, usa",
66287,"houston, texas, usa",
66323,"factoryville, pennsylvania, usa",34.0
66337,"canoga park, california, usa",35.0
66387,"kokomo, indiana, usa",52.0
66442,"westford, massachusetts, usa",42.0
66455,"white bear lake, minnesota, usa",
66456,"londonderry, new hampshire, usa",59.0
66467,"iserlohn, nordrhein-westfalen, germany",22.0
66471,"columbus, ohio, usa",
66483,"berlin, berlin, germany",16.0
66485,"berlin, berlin, germany",
66518,"portland, oregon, usa",
66574,"astoria, new york, usa",27.0
66619,"canazei, trentino alto adige, italy",25.0
66680,"orange park, florida, usa",67.0
66715,"montmorency, victoria, australia",54.0
66765,"barrie, ontario, canada",39.0
66769,"bramley, surrey, united kingdom",60.0
66792,"new york, new york, usa",39.0
66797,"athens, ohio, usa",28.0
66822,"brighton, england, united kingdom",
66842,"portersville, pennsylvania, usa",31.0
66878,"fort myers, florida, usa",42.0
66934,"jacksonville, florida, usa",
66935,"schÃ¶neck, hessen, germany",41.0
66940,"corpus christi, texas, usa",31.0
66942,"kuching, sarawak, malaysia",31.0
66960,"brussels, n/a, belgium",103.0
66964,"germantown, wisconsin, usa",20.0
67008,"sunnyvale, california, usa",
67034,"vero beach, florida, usa",57.0
67064,"abington, massachusetts, usa",27.0
67079,"london, england, united kingdom",35.0
67111,"mÃ¶nchengladbach, nordrhein-westfalen, germany",36.0
67136,"rapid city, south dakota, usa",14.0
67178,"conway, , usa",
67198,"denver, colorado, usa",13.0
67236,"hampton, georgia, usa",38.0
67242,"stoke by nayland, suffolk, united kingdom",
67244,"waterford, michigan, usa",19.0
67251,"houston, texas, usa",45.0
67270,"ste adele, quebec, canada",
67288,"monroe, washington, usa",26.0
67296,"willis, texas, usa",39.0
67298,"cape may court house, new jersey, usa",51.0
67358,"mrytle beach, south carolina, usa",
67364,"lakeland, florida, usa",
67370,"exeter, devon, united kingdom",
67374,"rotherham, south yorkshire, united kingdom",47.0
67393,"goodlettsville, tennessee, usa",
67403,"danbury, connecticut, usa",31.0
67415,"minneapolis, minnesota, usa",29.0
67485,"como, lombardia, italy",
67493,"portland, oregon, usa",37.0
67497,"65439, hessen, germany",35.0
67515,"oakland, california, usa",45.0
67522,"vancouver, british columbia, canada",
67542,"northridge, california, usa",60.0
67547,"sierra madre, california, usa",42.0
67575,"austin, texas, usa",37.0
67591,"edmonton, alberta,",
67598,"siegburg, nordrhein-westfalen, germany",22.0
67627,"kent, ohio, usa",
67641,"albuquerque, new mexico, usa",
67656,"raritan, new jersey, usa",
67663,"wrightstown, ,",47.0
67677,"pleasanton, california, usa",50.0
67693,"tulsa, oklahoma, usa",24.0
67696,"sylva, north carolina, usa",
67698,"wayne, pennsylvania, usa",
67710,"toronto, ontario, canada",
67718,"perugia, umbria, italy",45.0
67743,"yate, bristol, england, united kingdom",50.0
67775,"chinle, arizona, usa",
67778,"winnipeg, manitoba, canada",37.0
67782,"rainsville, alabama, usa",12.0
67784,"brownsville, oregon, usa",
67785,"st clements, jersey, united kingdom",29.0
67810,"lexington, south carolina, usa",41.0
67829,"richmond, virginia, usa",26.0
67838,"saskatoon, saskatchewan, canada",49.0
67840,"houston, texas, usa",50.0
67930,"colton, california,",
67991,"brighton, south australia, australia",
67992,"farncombe, england, united kingdom",38.0
68000,"toronto, ontario, canada",10.0
68057,"altoona, iowa, usa",
68121,"new york, new york, usa",33.0
68156,"brooklyn, new york, usa",34.0
68184,"tel aviv, n/a, israel",
68185,"virginia beach, virginia, usa",22.0
68249,"la crosse, wisconsin, usa",50.0
68254,"brunn am gebirge, n/a, austria",
68265,"rye brook, new york, usa",42.0
68272,"w. haverstraw, new york, usa",64.0
68273,"ajo, arizona, usa",44.0
68290,"teluk intan, perak, malaysia",31.0
68298,"buffalo, new york, usa",63.0
68309,"brooklyn, new york, usa",43.0
68352,"brea, california, usa",71.0
68383,"studio city, california, usa",35.0
68395,"auckland, n/a, new zealand",15.0
68436,"downieville, california, usa",49.0
68465,"charlotte, north carolina, usa",32.0
68468,"palo alto, california, usa",
68473,"richardson, texas, usa",42.0
68509,"sullivan, wisconsin, usa",47.0
68555,"bad axe, michigan, usa",
68561,"hendersonville, north carolina, usa",59.0
68581,"henderson, nevada, usa",52.0
68615,"jaffrey, new hampshire, usa",50.0
68621,"folsom, california, usa",52.0
68688,"lisbon, lisbon, portugal",26.0
68760,"northampton, pennsylvania, usa",
68768,"deming, ,",
68811,"haliburton highlands, ontario, canada",
68836,"zenda, wisconsin, usa",56.0
68846,"richfield, minnesota, usa",29.0
68886,"miami, florida, usa",37.0
68943,"coventry, connecticut, usa",
68984,"aurora, illinois, usa",26.0
68995,"terre haute, indiana, usa",
69010,"toronto, ontario, canada",39.0
69012,"huntingdon valle, pennsylvania, usa",
69023,"oxford, connecticut, usa",25.0
69032,"louisville, kentucky, usa",
69042,"drayton valley, alberta, canada",55.0
69056,"somerville, massachusetts, usa",
69063,"northants, n/a, united kingdom",29.0
69078,"new york, new york, usa",42.0
69081,"madrid, madrid, spain",29.0
69086,"hamburg, hamburg, germany",32.0
69087,"milan, michigan, usa",38.0
69089,"fairlight, new south wales, australia",28.0
69156,"cross plains, wisconsin, usa",31.0
69180,"oregon city, oregon, usa",50.0
69189,"zaragoza, zaragoza, spain",34.0
69202,"here and there, here and there, here and there",37.0
69211,"oviedo, florida, usa",
69232,"mooresville, north carolina, usa",55.0
69252,"vancouver, british columbia, canada",
69310,"orillia, ontario, canada",
69332,"wendlingen, baden-wuerttemberg, germany",32.0
69355,"syracuse, new york, usa",
69378,"mililani, hawaii, usa",46.0
69389,"nebraska city, nebraska, usa",29.0
69405,"ede, gelderland, netherlands",36.0
69410,"riverside, california, usa",
69460,"zory, n/a, poland",36.0
69512,"costa mesa, california, usa",
69554,"new bern, north carolina,",
69558,"xiamen, fujian, china",
69585,"kissimmee, florida, usa",35.0
69600,"oak ridge, tennessee, usa",30.0
69627,"seattle, washington, usa",29.0
69655,"charlotte, north carolina, usa",42.0
69683,"bury st edmunds, england, united kingdom",
69684,"philadelphia, pennsylvania, usa",33.0
69697,"west sacramento, california, usa",24.0
