ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0425136191,Blindsight,Robin Cook,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425136191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425136191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425136191.01.LZZZZZZZ.jpg
0671746065,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1991,Pocket,http://images.amazon.com/images/P/0671746065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671746065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671746065.01.LZZZZZZZ.jpg
0451160312,I Never Promised You a Rose Garden,Joanne Greenberg,1984,Signet Book,http://images.amazon.com/images/P/0451160312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.LZZZZZZZ.jpg
0812524608,Design for Great Day,Alan Dean Foster,1996,Tor Books,http://images.amazon.com/images/P/0812524608.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812524608.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812524608.01.LZZZZZZZ.jpg
0064408663,"The Hostile Hospital (A Series of Unfortunate Events, Book 8)",Lemony Snicket,2001,HarperCollins,http://images.amazon.com/images/P/0064408663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064408663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064408663.01.LZZZZZZZ.jpg
880781076X,Eva Luna,Isabel Allende,1995,Feltrinelli,http://images.amazon.com/images/P/880781076X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/880781076X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/880781076X.01.LZZZZZZZ.jpg
0937295221,Samantha's Surprise: A Christmas Story (American Girls Collection (Paper)),Maxine Rose Schur,1986,Pleasant Company Publications,http://images.amazon.com/images/P/0937295221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0937295221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0937295221.01.LZZZZZZZ.jpg
0060235330,A Pussycat's Christmas,Margaret Wise Brown,1994,Harpercollins,http://images.amazon.com/images/P/0060235330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060235330.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060235330.01.LZZZZZZZ.jpg
0064440168,Come Back Amelia Bedelia an I Can Read (An I Can Read Book),Peggy Parish,1978,Harpercollins Publisher,http://images.amazon.com/images/P/0064440168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064440168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064440168.01.LZZZZZZZ.jpg
0970760094,Mendel's Child,Robert Rooney,2002,Bellwether Publishing,http://images.amazon.com/images/P/0970760094.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0970760094.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0970760094.01.LZZZZZZZ.jpg
0440213029,The Lilac Bus: Stories,Maeve Binchy,1992,Dell,http://images.amazon.com/images/P/0440213029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.LZZZZZZZ.jpg
014027684X,Daughter of the Queen of Sheba: A Memoir,Jacki Lyden,1998,Penguin Books,http://images.amazon.com/images/P/014027684X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014027684X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014027684X.01.LZZZZZZZ.jpg
0446607339,Dead Even,Brad Meltzer,1999,Warner Vision,http://images.amazon.com/images/P/0446607339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607339.01.LZZZZZZZ.jpg
0140279288,Thirty-nothing,Lisa Jewell,2004,Penguin Books Ltd,http://images.amazon.com/images/P/0140279288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140279288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140279288.01.LZZZZZZZ.jpg
0967307902,Marley's Ghost,Mark H. Osmun,2000,Twelfth Night Press,http://images.amazon.com/images/P/0967307902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967307902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967307902.01.LZZZZZZZ.jpg
0684835525,DOG LOVE,Marjorie Garber,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684835525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835525.01.LZZZZZZZ.jpg
0140094385,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,1986,Penguin Books,http://images.amazon.com/images/P/0140094385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140094385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140094385.01.LZZZZZZZ.jpg
0671872672,The LAST STORY (REMEMBER ME 3) : THE LAST STORY,Christopher Pike,1995,Simon Pulse,http://images.amazon.com/images/P/0671872672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671872672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671872672.01.LZZZZZZZ.jpg
1567184855,Journey of Souls: Case Studies of Life Between Lives,Michael Newton,1994,Llewellyn Publications,http://images.amazon.com/images/P/1567184855.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567184855.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567184855.01.LZZZZZZZ.jpg
0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg
0140430113,Jane Eyre (Penguin Classics),Charlotte Bronte,1988,Penguin USA,http://images.amazon.com/images/P/0140430113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140430113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140430113.01.LZZZZZZZ.jpg
0226500578,"A River Runs Through It, and Other Stories",Norman F. Maclean,1979,University of Chicago Press,http://images.amazon.com/images/P/0226500578.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226500578.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226500578.01.LZZZZZZZ.jpg
0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,http://images.amazon.com/images/P/0452282195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg
0060929979,"Inventing the Abbotts and Other Stories (Harper &amp; Row, 1987)",Sue Miller,1999,Perennial,http://images.amazon.com/images/P/0060929979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929979.01.LZZZZZZZ.jpg
1566190932,Pride and Prejudice,Jane Austen,1993,Barnes Noble Classics,http://images.amazon.com/images/P/1566190932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566190932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566190932.01.LZZZZZZZ.jpg
044900483X,Children of God (Ballantine Readers Circle),Mary Doria Russell,1999,Ballantine Books,http://images.amazon.com/images/P/044900483X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044900483X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044900483X.01.LZZZZZZZ.jpg
0918949165,When I Am an Old Woman I Shall Wear Purple,Sandra Martz,1991,Papier-Mache Press,http://images.amazon.com/images/P/0918949165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0918949165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0918949165.01.LZZZZZZZ.jpg
037540273X,Beloved : Gift Edition,TONI MORRISON,1998,Knopf,http://images.amazon.com/images/P/037540273X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037540273X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037540273X.01.LZZZZZZZ.jpg
0449227545,The Hammer of Eden: A Novel,Ken Follett,1999,Fawcett Books,http://images.amazon.com/images/P/0449227545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449227545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449227545.01.LZZZZZZZ.jpg
0553269828,"Sundiver (The Uplift Saga, Book 1)",DAVID BRIN,1985,Spectra,http://images.amazon.com/images/P/0553269828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553269828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553269828.01.LZZZZZZZ.jpg
0385094787,Archy and Mehitabel,Don Marquis,1970,Anchor,http://images.amazon.com/images/P/0385094787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385094787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385094787.01.LZZZZZZZ.jpg
0553214187,My Antonia (Bantam Classic),Willa Cather,1994,Bantam,http://images.amazon.com/images/P/0553214187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553214187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553214187.01.LZZZZZZZ.jpg
0380726254,Serpent's Tooth : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1998,Avon,http://images.amazon.com/images/P/0380726254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380726254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380726254.01.LZZZZZZZ.jpg
0062505319,The Woman's Comfort Book : A Self-Nurturing Guide for Restoring Balance in Your Life,Jennifer Louden,1992,HarperSanFrancisco,http://images.amazon.com/images/P/0062505319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062505319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062505319.01.LZZZZZZZ.jpg
0553238000,Mistral's Daughter,Judith Krantz,1983,Bantam Books,http://images.amazon.com/images/P/0553238000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553238000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553238000.01.LZZZZZZZ.jpg
042518403X,A Murderous Yarn (Needlecraft Mysteries),Monica Ferris,2002,Berkley Publishing Group,http://images.amazon.com/images/P/042518403X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518403X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518403X.01.LZZZZZZZ.jpg
014005264X,Betrayal of innocence: Incest and its devastation,Susan Forward,1979,Penguin Books,http://images.amazon.com/images/P/014005264X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014005264X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014005264X.01.LZZZZZZZ.jpg
0312194390,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers : A Novel",Margaret George,1998,St. Martin's Press,http://images.amazon.com/images/P/0312194390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312194390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312194390.01.LZZZZZZZ.jpg
0425171493,Framed in Lace (Needlecraft Mysteries),Monica Ferris,1999,Prime Crime,http://images.amazon.com/images/P/0425171493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425171493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425171493.01.LZZZZZZZ.jpg
0385477058,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps and the Tenth Dimension",Michio Kaku,1995,Anchor,http://images.amazon.com/images/P/0385477058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385477058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385477058.01.LZZZZZZZ.jpg
0425187144,"Hanging by a Thread (Ferris, Monica. Needlecraft Mysteries.)",Monica Ferris,2003,Prime Crime,http://images.amazon.com/images/P/0425187144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425187144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425187144.01.LZZZZZZZ.jpg
0684195208,Constantine the Great: The Man and His Times,Michael Grant,1994,Scribner Book Company,http://images.amazon.com/images/P/0684195208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684195208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684195208.01.LZZZZZZZ.jpg
3423078006,Damals War Es Fredrich,Hans Peter Richter,1998,Distribooks Inc,http://images.amazon.com/images/P/3423078006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423078006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423078006.01.LZZZZZZZ.jpg
0394752996,Kristin Lavransdatter: The Bridal Wreath (Kristin Lavransdatter (Vintage)),Sigrid Undset,1987,Vintage Books USA,http://images.amazon.com/images/P/0394752996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394752996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394752996.01.LZZZZZZZ.jpg
0060812494,Native Son: And How Bigger Was Born,Richard Wright,1993,Harpercollins,http://images.amazon.com/images/P/0060812494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060812494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060812494.01.LZZZZZZZ.jpg
0385491077,Bodily Harm,Margaret Atwood,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385491077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385491077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385491077.01.LZZZZZZZ.jpg
0446343455,Tourist Season,Carl Hiaasen,1987,Warner Books,http://images.amazon.com/images/P/0446343455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.LZZZZZZZ.jpg
0345335651,"Queen of Sorcery (The Belgariad, Book 2)",David Eddings,1989,Del Rey Books,http://images.amazon.com/images/P/0345335651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335651.01.LZZZZZZZ.jpg
3404122763,Das fÃ?ÃÂ¼nfte Evangelium.,Philipp Vandenberg,1995,LÃ?ÃÂ¼bbe,http://images.amazon.com/images/P/3404122763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404122763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404122763.01.LZZZZZZZ.jpg
3548252192,Der Schneefalke.,Stuart Harrison,2001,Ullstein Tb,http://images.amazon.com/images/P/3548252192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548252192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548252192.01.LZZZZZZZ.jpg
0836220676,Valley Of The Far Side,Gary Larson,1985,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220676.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220676.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220676.01.LZZZZZZZ.jpg
1853260096,Hamlet (Wordsworth Classics),William Shakespeare,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260096.01.LZZZZZZZ.jpg
0425132153,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,1995,Berkley Pub Group,http://images.amazon.com/images/P/0425132153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425132153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425132153.01.LZZZZZZZ.jpg
0441007023,"The Sword (The Sword, the Ring, and the Chalice, Book 1)",Deborah Chester,2000,Ace Books,http://images.amazon.com/images/P/0441007023.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441007023.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441007023.01.LZZZZZZZ.jpg
0893753688,Story of My Life,Helen Keller,1980,Troll Communications,http://images.amazon.com/images/P/0893753688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0893753688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0893753688.01.LZZZZZZZ.jpg
0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,http://images.amazon.com/images/P/0060096195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg
0140388419,Guests of War Trilogy,Kit Pearson,2003,Penguin Books,http://images.amazon.com/images/P/0140388419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140388419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140388419.01.LZZZZZZZ.jpg
1400032644,The Diary of an American Au Pair: A Novel,Marjorie Leet Ford,2003,Anchor Books/Doubleday,http://images.amazon.com/images/P/1400032644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400032644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400032644.01.LZZZZZZZ.jpg
0451209028,Coffee &amp; Kung Fu,Karen Brichoux,2003,New American Library,http://images.amazon.com/images/P/0451209028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451209028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451209028.01.LZZZZZZZ.jpg
0385501005,Mr. Commitment,Mike Gayle,2000,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385501005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385501005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385501005.01.LZZZZZZZ.jpg
043916589X,The Beastly Arms,Patrick Jennings,2001,Scholastic,http://images.amazon.com/images/P/043916589X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043916589X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043916589X.01.LZZZZZZZ.jpg
0060097469,Dancing in My Nuddy-Pants : Even Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson),Louise Rennison,2003,HarperTempest,http://images.amazon.com/images/P/0060097469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060097469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060097469.01.LZZZZZZZ.jpg
0684837226,FLAMING IGUANAS : AN ILLUSTRATED ALL-GIRL ROAD NOVEL THING (Mad Dog Rodriguez Trilogy),Erika Lopez,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684837226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684837226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684837226.01.LZZZZZZZ.jpg
0688180728,Last Chance Saloon: A Novel,Marian Keyes,2001,William Morrow &amp; Company,http://images.amazon.com/images/P/0688180728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688180728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688180728.01.LZZZZZZZ.jpg
0373250282,Engaging Men (Red Dress Ink (Paperback)),Lynda Curnyn,2003,Red Dress Ink,http://images.amazon.com/images/P/0373250282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250282.01.LZZZZZZZ.jpg
0316070211,What Every Girl (Except Me) Knows,Nora Raleigh Baskin,2001,"Little, Brown",http://images.amazon.com/images/P/0316070211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316070211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316070211.01.LZZZZZZZ.jpg
0380709163,Ramona and Her Father (Avon Camelot Books (Paperback)),Beverly Cleary,1999,HarperTrophy,http://images.amazon.com/images/P/0380709163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380709163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380709163.01.LZZZZZZZ.jpg
0064406822,There's an Owl in the Shower,Jean Craighead George,1997,HarperTrophy,http://images.amazon.com/images/P/0064406822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064406822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064406822.01.LZZZZZZZ.jpg
0553280465,Magic for Marigold,L.M. Montgomery,1989,Starfire,http://images.amazon.com/images/P/0553280465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280465.01.LZZZZZZZ.jpg
0553264931,Emily's Quest,L.M. MONTGOMERY,1983,Laurel Leaf,http://images.amazon.com/images/P/0553264931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553264931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553264931.01.LZZZZZZZ.jpg
0553800973,Body of Lies,IRIS JOHANSEN,2002,Bantam,http://images.amazon.com/images/P/0553800973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553800973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553800973.01.LZZZZZZZ.jpg
068486441X,Eating The Cheshire Cat: A Novel,Helen Ellis,2001,Scribner,http://images.amazon.com/images/P/068486441X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068486441X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068486441X.01.LZZZZZZZ.jpg
0066213339,Who Killed Tiffany Jones? : A Novel,Mavis Kaye,2002,Amistad,http://images.amazon.com/images/P/0066213339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066213339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066213339.01.LZZZZZZZ.jpg
0440222826,The Mercy Rule,John T. Lescroart,1999,Island,http://images.amazon.com/images/P/0440222826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222826.01.LZZZZZZZ.jpg
0743222261,The Runaway Quilt : An Elm Creek Quilts Novel,Jennifer Chiaverini,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743222261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743222261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743222261.01.LZZZZZZZ.jpg
0345453387,Dog Handling,CLARE NAYLOR,2002,Ballantine Books,http://images.amazon.com/images/P/0345453387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.LZZZZZZZ.jpg
0060277491,Violet &amp; Claire,Francesca Lia Block,1999,Joanna Cotler,http://images.amazon.com/images/P/0060277491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060277491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060277491.01.LZZZZZZZ.jpg
0684857340,...AND THE HORSE HE RODE IN ON : THE PEOPLE V. KENNETH STARR,James Carville,1998,Simon &amp; Schuster,http://images.amazon.com/images/P/0684857340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684857340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684857340.01.LZZZZZZZ.jpg
0385488440,Purple Cane Road,James Lee Burke,2000,Bantam Books,http://images.amazon.com/images/P/0385488440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385488440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385488440.01.LZZZZZZZ.jpg
0786863218,"Don't Worry, Make Money: Spiritual and Practical Ways to Create Abundance and More Fun in Your Life",Richard Carlson,1997,Hyperion Books,http://images.amazon.com/images/P/0786863218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786863218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786863218.01.LZZZZZZZ.jpg
0316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar,2002,"Little, Brown",http://images.amazon.com/images/P/0316910333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.LZZZZZZZ.jpg
0767905199,Mr. Maybe,Jane Green,2001,Broadway Books,http://images.amazon.com/images/P/0767905199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905199.01.LZZZZZZZ.jpg
0385492243,An Invisible Sign of My Own,Aimee Bender,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385492243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492243.01.LZZZZZZZ.jpg
0553251473,Iacocca: An Autobiography,Lee Iacocca,1986,Bantam Books,http://images.amazon.com/images/P/0553251473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553251473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553251473.01.LZZZZZZZ.jpg
0345433319,Midnight Voices,JOHN SAUL,2002,Ballantine Books,http://images.amazon.com/images/P/0345433319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345433319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345433319.01.LZZZZZZZ.jpg
039595777X,Love Poems,Anne Sexton,1999,Mariner Books,http://images.amazon.com/images/P/039595777X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039595777X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039595777X.01.LZZZZZZZ.jpg
0671015648,Isabel's Bed,Elinor Lipman,1998,Washington Square Press,http://images.amazon.com/images/P/0671015648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671015648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671015648.01.LZZZZZZZ.jpg
0743205049,Cat's Meow: A Novel,Melissa de la Cruz,2001,Touchstone,http://images.amazon.com/images/P/0743205049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743205049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743205049.01.LZZZZZZZ.jpg
0385333757,Losing Julia,Jonathan Hull,2000,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385333757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385333757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385333757.01.LZZZZZZZ.jpg
0373250215,Burning The Map,Laura Caldwell,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.LZZZZZZZ.jpg
0141439564,Great Expectations (Penguin Classics),Charles Dickens,2003,Penguin Books,http://images.amazon.com/images/P/0141439564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141439564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141439564.01.LZZZZZZZ.jpg
0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.LZZZZZZZ.jpg
0609807900,Sloppy Firsts : A Novel,Megan McCafferty,2001,Three Rivers Press,http://images.amazon.com/images/P/0609807900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609807900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609807900.01.LZZZZZZZ.jpg
0786883367,Don't Sweat the Small Stuff at Work : Simple Ways to Minimize Stress and Conflict While Bringing Out the Best in Yourself and Others (Don't Sweat the Small Stuff Series),Richard Carlson,1999,Hyperion,http://images.amazon.com/images/P/0786883367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786883367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786883367.01.LZZZZZZZ.jpg
